Granule Name,Platform,Sensor,Beam Mode,Beam Mode Description,Orbit,Path Number,Frame Number,Acquisition Date,Processing Date,Processing Level,Start Time,End Time,Center Lat,Center Lon,Near Start Lat,Near Start Lon,Far Start Lat,Far Start Lon,Near End Lat,Near End Lon,Far End Lat,Far End Lon,Faraday Rotation,Ascending or Descending?,URL,Size (MB),Off Nadir Angle,Stack Size,Baseline Perp.,Doppler,
S1A_IW_SLC__1SDV_20180319T224527_20180319T224553_021090_0243B4_A59E,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",21090,18,558,2018-03-19T22:45:53.000000,2018-03-19T22:45:27.000000,SLC,2018-03-19T22:45:27.000000,2018-03-19T22:45:53.000000,10.0006,105.6832,10.589515,106.973625,11.034679,104.719261,8.96079,106.639191,9.410248,104.396408,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180319T224527_20180319T224553_021090_0243B4_A59E.zip,4310.882997,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180331T224527_20180331T224554_021265_024942_EEC1,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",21265,18,558,2018-03-31T22:45:54.000000,2018-03-31T22:45:27.000000,SLC,2018-03-31T22:45:27.000000,2018-03-31T22:45:54.000000,10.0003,105.6827,10.58963,106.973213,11.034766,104.718857,8.960154,106.638649,9.409586,104.395874,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180331T224527_20180331T224554_021265_024942_EEC1.zip,4361.815397,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180412T224527_20180412T224554_021440_024EB3_6F7A,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",21440,18,558,2018-04-12T22:45:54.000000,2018-04-12T22:45:27.000000,SLC,2018-04-12T22:45:27.000000,2018-04-12T22:45:54.000000,10.0006,105.6831,10.589584,106.973625,11.034792,104.719109,8.960744,106.639175,9.410248,104.396233,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180412T224527_20180412T224554_021440_024EB3_6F7A.zip,4298.159202,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180424T224528_20180424T224555_021615_025428_912F,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",21615,18,558,2018-04-24T22:45:55.000000,2018-04-24T22:45:28.000000,SLC,2018-04-24T22:45:28.000000,2018-04-24T22:45:55.000000,10.0008,105.6836,10.58988,106.974136,11.035092,104.719627,8.960791,106.639626,9.410299,104.396698,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180424T224528_20180424T224555_021615_025428_912F.zip,4300.469843,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180506T224528_20180506T224555_021790_0259B4_74F2,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",21790,18,558,2018-05-06T22:45:55.000000,2018-05-06T22:45:28.000000,SLC,2018-05-06T22:45:28.000000,2018-05-06T22:45:55.000000,10.0007,105.6834,10.589726,106.973915,11.034925,104.719437,8.960758,106.639435,9.410252,104.396538,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180506T224528_20180506T224555_021790_0259B4_74F2.zip,4295.968478,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180518T224529_20180518T224556_021965_025F45_865F,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",21965,18,558,2018-05-18T22:45:56.000000,2018-05-18T22:45:29.000000,SLC,2018-05-18T22:45:29.000000,2018-05-18T22:45:56.000000,10.0007,105.6833,10.589705,106.973824,11.034904,104.71933,8.960738,106.639351,9.410233,104.396431,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180518T224529_20180518T224556_021965_025F45_865F.zip,4303.739182,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180530T224530_20180530T224557_022140_0264E6_4EE5,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",22140,18,558,2018-05-30T22:45:57.000000,2018-05-30T22:45:30.000000,SLC,2018-05-30T22:45:30.000000,2018-05-30T22:45:57.000000,10.0005,105.684,10.589954,106.974625,11.035143,104.720123,8.96012,106.639984,9.409607,104.397064,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180530T224530_20180530T224557_022140_0264E6_4EE5.zip,4291.292912,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180611T224531_20180611T224557_022315_026A59_63EA,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",22315,18,558,2018-06-11T22:45:57.000000,2018-06-11T22:45:31.000000,SLC,2018-06-11T22:45:31.000000,2018-06-11T22:45:57.000000,10.0008,105.6829,10.590026,106.97348,11.0352,104.718971,8.960684,106.638947,9.410156,104.396019,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180611T224531_20180611T224557_022315_026A59_63EA.zip,4307.416598,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180623T224531_20180623T224558_022490_026F94_ACD8,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",22490,18,558,2018-06-23T22:45:58.000000,2018-06-23T22:45:31.000000,SLC,2018-06-23T22:45:31.000000,2018-06-23T22:45:58.000000,9.9999,105.6833,10.589359,106.973915,11.034555,104.719391,8.959527,106.639267,9.409021,104.396324,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180623T224531_20180623T224558_022490_026F94_ACD8.zip,4336.555787,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180705T224532_20180705T224559_022665_0274AF_5562,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",22665,18,558,2018-07-05T22:45:59.000000,2018-07-05T22:45:32.000000,SLC,2018-07-05T22:45:32.000000,2018-07-05T22:45:59.000000,10.0005,105.6843,10.590019,106.97496,11.035241,104.720413,8.959938,106.640244,9.40946,104.397285,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180705T224532_20180705T224559_022665_0274AF_5562.zip,4393.854943,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180717T224533_20180717T224600_022840_027A09_251E,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",22840,18,558,2018-07-17T22:46:00.000000,2018-07-17T22:45:33.000000,SLC,2018-07-17T22:45:33.000000,2018-07-17T22:46:00.000000,10,105.6834,10.589338,106.973991,11.034548,104.719521,8.959753,106.639381,9.40926,104.396492,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180717T224533_20180717T224600_022840_027A09_251E.zip,4378.376394,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180810T224534_20180810T224601_023190_02850C_7295,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23190,18,558,2018-08-10T22:46:01.000000,2018-08-10T22:45:34.000000,SLC,2018-08-10T22:45:34.000000,2018-08-10T22:46:01.000000,9.9998,105.6834,10.589421,106.973999,11.034583,104.719498,8.959211,106.639305,9.408672,104.396385,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180810T224534_20180810T224601_023190_02850C_7295.zip,4389.622768,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180822T224535_20180822T224602_023365_028AB2_7539,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23365,18,558,2018-08-22T22:46:02.000000,2018-08-22T22:45:35.000000,SLC,2018-08-22T22:45:35.000000,2018-08-22T22:46:02.000000,9.9999,105.6835,10.589319,106.974075,11.034504,104.719688,8.959478,106.63942,9.408961,104.396614,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180822T224535_20180822T224602_023365_028AB2_7539.zip,4307.130685,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180903T224535_20180903T224602_023540_029043_FC1B,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23540,18,558,2018-09-03T22:46:02.000000,2018-09-03T22:45:35.000000,SLC,2018-09-03T22:45:35.000000,2018-09-03T22:46:02.000000,9.9998,105.6824,10.589162,106.972946,11.034368,104.718529,8.959449,106.638306,9.408952,104.39547,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180903T224535_20180903T224602_023540_029043_FC1B.zip,4321.216692,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180915T224536_20180915T224603_023715_0295DF_8799,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23715,18,558,2018-09-15T22:46:03.000000,2018-09-15T22:45:36.000000,SLC,2018-09-15T22:45:36.000000,2018-09-15T22:46:03.000000,9.9995,105.6831,10.588918,106.973671,11.034129,104.7192,8.959085,106.639008,9.408595,104.396118,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180915T224536_20180915T224603_023715_0295DF_8799.zip,4337.592415,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20180927T224536_20180927T224603_023890_029B8C_3C7A,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23890,18,558,2018-09-27T22:46:03.000000,2018-09-27T22:45:36.000000,SLC,2018-09-27T22:45:36.000000,2018-09-27T22:46:03.000000,9.9998,105.6833,10.589237,106.973923,11.03444,104.719337,8.959407,106.639275,9.408907,104.396278,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20180927T224536_20180927T224603_023890_029B8C_3C7A.zip,4277.181058,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20181009T224536_20181009T224603_024065_02A150_EEAA,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24065,18,558,2018-10-09T22:46:03.000000,2018-10-09T22:45:36.000000,SLC,2018-10-09T22:45:36.000000,2018-10-09T22:46:03.000000,10.0001,105.6834,10.588993,106.973984,11.034193,104.719368,8.960285,106.639565,9.40978,104.396523,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181009T224536_20181009T224603_024065_02A150_EEAA.zip,4232.65881,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20181021T224536_20181021T224603_024240_02A700_1662,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24240,18,558,2018-10-21T22:46:03.000000,2018-10-21T22:45:36.000000,SLC,2018-10-21T22:45:36.000000,2018-10-21T22:46:03.000000,10.0004,105.6835,10.589171,106.973999,11.034389,104.719383,8.960591,106.63958,9.410101,104.396553,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181021T224536_20181021T224603_024240_02A700_1662.zip,4200.028983,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20181102T224536_20181102T224603_024415_02ACCD_518F,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24415,18,558,2018-11-02T22:46:03.000000,2018-11-02T22:45:36.000000,SLC,2018-11-02T22:45:36.000000,2018-11-02T22:46:03.000000,10.0005,105.6833,10.58933,106.973869,11.034566,104.719276,8.960629,106.639404,9.410156,104.3964,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181102T224536_20181102T224603_024415_02ACCD_518F.zip,4241.841256,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20181114T224536_20181114T224603_024590_02B33B_15D8,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24590,18,558,2018-11-14T22:46:03.000000,2018-11-14T22:45:36.000000,SLC,2018-11-14T22:45:36.000000,2018-11-14T22:46:03.000000,10.0008,105.6831,10.589584,106.97364,11.034815,104.719048,8.961129,106.639221,9.410651,104.396225,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181114T224536_20181114T224603_024590_02B33B_15D8.zip,4265.010868,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20181126T224536_20181126T224603_024765_02B9AA_B0B7,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24765,18,558,2018-11-26T22:46:03.000000,2018-11-26T22:45:36.000000,SLC,2018-11-26T22:45:36.000000,2018-11-26T22:46:03.000000,10.0007,105.6835,10.589722,106.974075,11.034933,104.719505,8.960644,106.639534,9.410149,104.396561,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181126T224536_20181126T224603_024765_02B9AA_B0B7.zip,4263.297003,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20181208T224535_20181208T224602_024940_02BF81_16B1,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24940,18,558,2018-12-08T22:46:02.000000,2018-12-08T22:45:35.000000,SLC,2018-12-08T22:45:35.000000,2018-12-08T22:46:02.000000,10.0009,105.6833,10.59009,106.973923,11.035289,104.719307,8.960765,106.639343,9.410257,104.396332,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181208T224535_20181208T224602_024940_02BF81_16B1.zip,4334.059278,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20181220T224535_20181220T224602_025115_02C5D5_1A9A,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25115,18,558,2018-12-20T22:46:02.000000,2018-12-20T22:45:35.000000,SLC,2018-12-20T22:45:35.000000,2018-12-20T22:46:02.000000,10.0011,105.6839,10.590374,106.974525,11.035568,104.719917,8.960923,106.639923,9.410411,104.396912,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181220T224535_20181220T224602_025115_02C5D5_1A9A.zip,4336.637489,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20190101T224534_20190101T224601_025290_02CC2A_6570,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25290,18,558,2019-01-01T22:46:01.000000,2019-01-01T22:45:34.000000,SLC,2019-01-01T22:45:34.000000,2019-01-01T22:46:01.000000,10.0002,105.6834,10.589544,106.973999,11.034757,104.719444,8.959846,106.639328,9.409351,104.39637,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190101T224534_20190101T224601_025290_02CC2A_6570.zip,4370.087888,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20190113T224534_20190113T224601_025465_02D274_0E68,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25465,18,558,2019-01-13T22:46:01.000000,2019-01-13T22:45:34.000000,SLC,2019-01-13T22:45:34.000000,2019-01-13T22:46:01.000000,10.0004,105.6835,10.589422,106.974083,11.034677,104.719498,8.96035,106.639519,9.409896,104.396523,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190113T224534_20190113T224601_025465_02D274_0E68.zip,4364.586455,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20190125T224534_20190125T224601_025640_02D8DC_9194,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25640,18,558,2019-01-25T22:46:01.000000,2019-01-25T22:45:34.000000,SLC,2019-01-25T22:45:34.000000,2019-01-25T22:46:01.000000,10.0004,105.6828,10.589477,106.973328,11.0347,104.71875,8.960401,106.638786,9.409917,104.395805,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190125T224534_20190125T224601_025640_02D8DC_9194.zip,4370.865946,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20190206T224533_20190206T224600_025815_02DF1D_0789,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25815,18,558,2019-02-06T22:46:00.000000,2019-02-06T22:45:33.000000,SLC,2019-02-06T22:45:33.000000,2019-02-06T22:46:00.000000,10.0003,105.6838,10.589431,106.974373,11.034628,104.71978,8.960228,106.639824,9.409718,104.396828,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190206T224533_20190206T224600_025815_02DF1D_0789.zip,4324.403185,NA,NA,NA,0,
S1A_IW_SLC__1SDV_20190218T224533_20190218T224600_025990_02E55C_B152,Sentinel-1A,SENTINEL-1 C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",25990,18,558,2019-02-18T22:46:00.000000,2019-02-18T22:45:33.000000,SLC,2019-02-18T22:45:33.000000,2019-02-18T22:46:00.000000,10.0003,105.6828,10.58958,106.973373,11.034752,104.718864,8.960119,106.638786,9.409587,104.395874,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190218T224533_20190218T224600_025990_02E55C_B152.zip,4341.954672,NA,NA,NA,0,